"item";"location";"games";"location_general"
"Thunderstone";"Dust cloud";"B|W|B2|W2";"Giant Chasm"
"Leaf Stone";"Dust cloud";"B|W|B2|W2";"Giant Chasm"
"Moon Stone";"Dust cloud";"B|W|B2|W2";"Giant Chasm"
"Sun Stone";"Dust cloud";"B|W|B2|W2";"Giant Chasm"
"Shiny Stone";"Dust cloud";"B|W|B2|W2";"Giant Chasm"
"Dusk Stone";"Dust cloud";"B|W|B2|W2";"Giant Chasm"
"Dawn Stone";"Dust cloud";"B|W|B2|W2";"Giant Chasm"
"Oval Stone";"Dust cloud";"B|W|B2|W2";"Giant Chasm"
"Everstone";"Dust cloud";"B|W|B2|W2";"Giant Chasm"
"Hard Stone";"Dust cloud";"B|W";"Giant Chasm"
"Max Revive";"South of Pokémon Center, on a large puddle, in front of an unenterable house (hidden)";"B|W";"Icirrus City"
"TM31 (Brick Break)";"Gift from an old lady in the Pokémon Center";"B|W";"Icirrus City"
"Antidote";"Prize from Aha if the answer to the quiz was correct";"B|W|B2|W2";"Icirrus City"
"Parlyz Heal";"Prize from Aha if the answer to the quiz was incorrect";"B|W|B2|W2";"Icirrus City"
"Exp. Share";"Gift from chairman of the Pokémon Fan Club, if Pokémon shown has gained between 25 and 49 levels since it was met in a Generation V game";"B|W|B2|W2";"Icirrus City"
"Cleanse Tag";"Gift from chairman of the Pokémon Fan Club, if Pokémon shown has gained between 50 and 98 levels since it was met in a Generation V game";"B|W|B2|W2";"Icirrus City"
"King's Rock";"Gift from chairman of the Pokémon Fan Club, if Pokémon shown has gained 99 levels since it was met in a Generation V game";"B|W|B2|W2";"Icirrus City"
"Ultra Ball";"Far east of the city (hidden)";"B|W";"Icirrus City"
"Timer Ball";"Far east of the city (hidden)";"B|W";"Icirrus City"
"Max Potion";"West of Pokémon Center (hidden) Winter";"B|W";"Icirrus City"
"Rare Candy";"West of Pokémon Center Winter";"B|W";"Icirrus City"
"RageCandyBar";"Gift from the former Team Rocket member's wife Winter";"B|W";"Icirrus City"
"TinyMushroom";"Along the tree line, east of the windmill that stands south of the Pokémon Center (hidden, regrows occasionally) Winter";"B|W";"Icirrus City"
"Big Mushroom";"Along the tree line, east of the windmill that stands south of the Pokémon Center (hidden) Winter";"B|W";"Icirrus City"
"Elixir";"In front of the Policeman near the northwest corner of the town (hidden)";"B|W";"Lacunosa Town"
"Max Repel";"On a wall near the northeast corner (hidden)";"B|W";"Lacunosa Town"
"Gracidea";"Gift from the girl inside the Pokémon Center if she is shown a fateful encounter Shaymin";"B|W";"Lacunosa Town"
"Pecha Berry";"Souvenir from executive on Sunday nights";"B|W";"Lacunosa Town"
"Leppa Berry";"Souvenir from executive on Sunday nights";"B|W";"Lacunosa Town"
"Lum Berry";"Souvenir from executive on Sunday nights";"B|W";"Lacunosa Town"
"Bluk Berry";"Souvenir from executive on Sunday nights";"B|W";"Lacunosa Town"
"Ultra Ball";"Outside, in one of the trash cans (hidden)";"B|W";"Liberty Garden"
"Big Mushroom";"Inside a tree stump in the lower part";"B|W";"Lostlorn Forest"
"Rare Candy";"In the higher part (requires Surf and Waterfall)";"B|W|B2|W2";"Lostlorn Forest"
"Protein";"In clear patch, northwest corner, of the higher part (requires Surf and Waterfall) (hidden)";"B|W";"Lostlorn Forest"
"Adamant Orb";"From the Shadow Triad during the first crossing";"B|W";"Marvelous Bridge"
"Lustrous Orb";"From the Shadow Triad during the first crossing";"B|W";"Marvelous Bridge"
"Griseous Orb";"From the Shadow Triad during the first crossing";"B|W";"Marvelous Bridge"
"Big Mushroom";"Reward for winning the Patrat shuffle game (daily)";"B|W";"Marvelous Bridge"
"Health Wing";"Flying Pokémon's shadow";"B|W|B2|W2";"Marvelous Bridge"
"Muscle Wing";"Flying Pokémon's shadow";"B|W|B2|W2";"Marvelous Bridge"
"Resist Wing";"Flying Pokémon's shadow";"B|W|B2|W2";"Marvelous Bridge"
"Genius Wing";"Flying Pokémon's shadow";"B|W|B2|W2";"Marvelous Bridge"
"Clever Wing";"Flying Pokémon's shadow";"B|W|B2|W2";"Marvelous Bridge"
"Swift Wing";"Flying Pokémon's shadow";"B|W|B2|W2";"Marvelous Bridge"
"Pretty Wing";"Flying Pokémon's shadow";"B|W|B2|W2";"Marvelous Bridge"
"Elixir";"1F, south of entrance (hidden) (requires Strength)";"B|W";"Mistralton Cave"
"Hyper Potion";"1F, north of Hiker Clarke (hidden) (requires Strength)";"B|W";"Mistralton Cave"
"Hyper Potion";"1F, east of entrance (requires Strength)";"B|W";"Mistralton Cave"
"Hyper Potion";"2F, southeast corner (hidden)";"B|W";"Mistralton Cave"
"Max Repel";"1F, east of Hiker Clarke (requires Strength)";"B|W";"Mistralton Cave"
"Ultra Ball";"2F, south of entrance (hidden)";"B|W";"Mistralton Cave"
"Ultra Ball";"3F, northeast corner (hidden)";"B|W";"Mistralton Cave"
"Hard Stone";"2F, in the south";"B|W";"Mistralton Cave"
"TM80 (Rock Slide)";"2F, northwest corner";"B|W";"Mistralton Cave"
"Iron";"2F, northeast of entrance";"B|W";"Mistralton Cave"
"PP Up";"2F, north of entrance (hidden)";"B|W";"Mistralton Cave"
"Revive";"3F, west of entrance";"B|W";"Mistralton Cave"
"Dusk Stone";"3F, northeast corner";"B|W";"Mistralton Cave"
"Rare Candy";"3F, north of Strength rocks";"B|W";"Mistralton Cave"
"Carbos";"3F, directly behind Rare Candy (hidden)";"B|W";"Mistralton Cave"
"Fire Gem";"Dust cloud";"B|W|B2|W2";"Mistralton Cave"
"Water Gem";"Dust cloud";"B|W|B2|W2";"Mistralton Cave"
"Electric Gem";"Dust cloud";"B|W|B2|W2";"Mistralton Cave"
"Grass Gem";"Dust cloud";"B|W|B2|W2";"Mistralton Cave"
"Ice Gem";"Dust cloud";"B|W|B2|W2";"Mistralton Cave"
"Fighting Gem";"Dust cloud";"B|W|B2|W2";"Mistralton Cave"
"Poison Gem";"Dust cloud";"B|W|B2|W2";"Mistralton Cave"
"Ground Gem";"Dust cloud";"B|W|B2|W2";"Mistralton Cave"
"Flying Gem";"Dust cloud";"B|W|B2|W2";"Mistralton Cave"
"Psychic Gem";"Dust cloud";"B|W|B2|W2";"Mistralton Cave"
"Bug Gem";"Dust cloud";"B|W|B2|W2";"Mistralton Cave"
"Rock Gem";"Dust cloud";"B|W|B2|W2";"Mistralton Cave"
"Ghost Gem";"Dust cloud";"B|W|B2|W2";"Mistralton Cave"
"Dragon Gem";"Dust cloud";"B|W|B2|W2";"Mistralton Cave"
"Dark Gem";"Dust cloud";"B|W|B2|W2";"Mistralton Cave"
"Steel Gem";"Dust cloud";"B|W|B2|W2";"Mistralton Cave"
"Normal Gem";"Dust cloud";"B|W|B2|W2";"Mistralton Cave"
"Fire Stone";"Dust cloud";"B|W|B2|W2";"Mistralton Cave"
"Water Stone";"Dust cloud";"B|W|B2|W2";"Mistralton Cave"
"Thunderstone";"Dust cloud";"B|W|B2|W2";"Mistralton Cave"
"Leaf Stone";"Dust cloud";"B|W|B2|W2";"Mistralton Cave"
"Moon Stone";"Dust cloud";"B|W|B2|W2";"Mistralton Cave"
"Sun Stone";"Dust cloud";"B|W|B2|W2";"Mistralton Cave"
"Shiny Stone";"Dust cloud";"B|W|B2|W2";"Mistralton Cave"
"Dusk Stone";"Dust cloud";"B|W|B2|W2";"Mistralton Cave"
"Dawn Stone";"Dust cloud";"B|W|B2|W2";"Mistralton Cave"
"Oval Stone";"Dust cloud";"B|W|B2|W2";"Mistralton Cave"
"Everstone";"Dust cloud";"B|W|B2|W2";"Mistralton Cave"
"Hard Stone";"Dust cloud";"B|W";"Mistralton Cave"
"Repel";"Among the greenhouses at the southern end of the runway (hidden)";"B";"Mistralton City"
"Elixir";"Among the vegetable patches at the southern end of the runway (hidden)";"W";"Mistralton City"
"Parlyz Heal";"Among the greenhousesB/vegetable patchesW at the southern end of the runway (hidden)";"B|W";"Mistralton City"
"Max Ether";"Among the greenhousesB/vegetable patchesW at the southern end of the runway (hidden)";"B|W";"Mistralton City"
"Sharp Beak";"From a Veteran in the Cargo Service building";"B|W|B2|W2";"Mistralton City"
"TM58 (Sky Drop)";"Near the plane south of the Cargo Service building";"B|W|B2|W2";"Mistralton City"
"TM40 (Aerial Ace)";"South end of the runway, after talking to a Youngster in the house north of the Pokémon Center after defeating Skyla";"B|W|B2|W2";"Mistralton City"
"Nugget";"Western outer edge of the clump of trees north of Fisherman Damon (hidden)";"B|W";"Moor of Icirrus"
"Max Revive";"In the clump of trees north of Fisherman Damon Spring Summer Autumn";"B|W";"Moor of Icirrus"
"Sitrus Berry";"From Pokémon Ranger Chloris after defeating her";"B|W";"Moor of Icirrus"
"Sitrus Berry";"From Pokémon Ranger Harry after defeating him";"B|W";"Moor of Icirrus"
"Big Mushroom";"On the ledge southeast of Pokémon Ranger Harry (hidden)";"B|W";"Moor of Icirrus"
"Revive";"Northern portion of the moor (hidden)";"B|W";"Moor of Icirrus"
"Max Potion";"Northern portion of the moor";"B|W";"Moor of Icirrus"
"Max Elixir";"Northeast of Pokémon Ranger Harry";"B|W";"Moor of Icirrus"
"Ultra Ball";"Western portion of the moor (requires Strength)";"B|W";"Moor of Icirrus"
"Max Ether";"Northwest of Parasol Lady Mariah (requires Strength) (hidden) Spring Summer Autumn";"B|W";"Moor of Icirrus"
"Carbos";"In the clump of tree stumps west of Parasol Lady Mariah (requires Strength)";"B|W";"Moor of Icirrus"
"Max Potion";"2F, in the right room";"B|W";"N's Castle"
"Max Revive";"3F, in the center room";"B|W";"N's Castle"
"Ultra Ball";"3F, gift from a Team Plasma Grunt in the left room (repeatable if the player has no Poké Balls in their Bag)";"B|W";"N's Castle"
"Rare Candy";"4F, inside N's room";"B|W";"N's Castle"
"Full Restore";"4F, in the center room";"B|W";"N's Castle"
"Chesto Berry";"Gift from Cheren when first entering the city";"B|W";"Nacrene City"
"Revive";"Over the railway, to the right of the fence (hidden)";"B|W";"Nacrene City"
"Miracle Seed";"From a girl in the west-most house if the player answers ""Snivy""";"B|W";"Nacrene City"
"Mystic Water";"From a girl in the west-most house if the player answers ""Oshawott""";"B|W";"Nacrene City"
"Charcoal";"From a girl in the west-most house if the player answers ""Tepig""";"B|W";"Nacrene City"
"Cheri Berry";"Held by LillilB/FluffeeW, a PetililB/CottoneeW the player can receive in a trade";"B|W";"Nacrene City"
"Ultra Ball";"Near the Café Warehouse, to the right of the accordionist (hidden)";"B|W";"Nacrene City"
"Soda Pop";"From the Waitress in the Café WarehouseWe";"B|W|B2|W2";"Nacrene City"
"Dowsing MCHN";"Gift from Bianca after earning the Basic Badge";"B|W";"Nacrene City"
"Light Stone";"Gift from Lenora after clearing Relic Castle";"B";"Nacrene City"
"Dark Stone";"Gift from Lenora after clearing Relic Castle";"W";"Nacrene City"
"Bicycle";"Reward from the Day-Care man at the city entrance after defeating Team Plasma";"B|W";"Nimbasa City"
"HM04 (Strength)";"From an Ace Trainer in the building northwest of the Pokémon Center";"B|W";"Nimbasa City"
"Soothe Bell";"From a Socialite in the building northwest of the Pokémon Center, after showing her a Pokémon with high friendship";"B|W";"Nimbasa City"
"Vs. Recorder";"From an Ace Trainer exiting the Battle Subway";"B|W";"Nimbasa City"
"X Attack";"South of the Rondez-View Ferris Wheel";"B|W";"Nimbasa City"
"Super Repel";"Southeast of the Rondez-View Ferris Wheel (hidden)";"B|W";"Nimbasa City"
"Sun Stone";"From an Ace Trainer in the building north of the Pokémon Center";"B|W|B2|W2";"Nimbasa City"
"Macho Brace";"From a man in the eastern gate";"B|W|B2|W2";"Nimbasa City"
"Xtransceiver";"From Mom after battling Bianca and Cheren for the first time";"B|W";"Nuvema Town"
"Pokédex";"From Professor Juniper after battling Bianca and Cheren for the first time";"B|W";"Nuvema Town"
"Town Map";"From Mom after getting the Pokédex";"B|W";"Nuvema Town"
"TM54 (False Swipe)";"From Professor Juniper after seeing 25 Pokémon in the Unova Pokédex";"B|W";"Nuvema Town"
"TM17 (Protect)";"From Professor Juniper after seeing 60 Pokémon in the Unova Pokédex";"B|W";"Nuvema Town"
"TM10 (Hidden Power)";"From Professor Juniper after seeing 115 Pokémon in the Unova Pokédex";"B|W";"Nuvema Town"
"Super Rod";"From Looker after defeating Ghetsis";"B|W";"Nuvema Town"
"National Pokédex";"From Cedric Juniper after defeating Ghetsis";"B|W";"Nuvema Town"
"Max Repel";"South of the Pokémon Center (hidden)";"B|W";"Opelucid City"
"Gift Box,Fluffy Beard,Big Bag, andScarlet Hat";"From a Gentleman in the westernmost building (one per day, in the listed order)";"B|W|B2|W2";"Opelucid City"
"Destiny Knot";"From a female NPC in the building between the Opelucid Gym and Battle House";"B|W";"Opelucid City"
"Ultra Ball";"On the road, between the Battle House and the building to its west (hidden)";"B|W";"Opelucid City"
"Float Stone";"From a Linebacker on the second floor of Drayden's house";"B|W|B2|W2";"Opelucid City"
"Ring Target";"From the female NPC on the second floor of Drayden's house";"B|W|B2|W2";"Opelucid City"
"Cell Battery";"From ThymeB/BachW on the second floor of the building east of Drayden's house, after showing him a Pokémon with Charge from the opposite version";"B|W";"Opelucid City"
"Master Ball";"From Professor Juniper after earning the Legend Badge";"B|W";"Opelucid City"
"Dubious Disc";"Inside the laboratory";"B|W|B2|W2";"P2 Laboratory"
"TM24 (Thunderbolt)";"At the southwest corner of the island";"B|W";"P2 Laboratory"
"Shock Drive";"From Scientist Dudley if shown a Genesect and defeated in a battle";"B|B2";"P2 Laboratory"
"Burn Drive";"From Scientist Dudley if shown a Genesect and defeated in a battle";"B|B2";"P2 Laboratory"
"Douse Drive";"From Scientist Dudley if shown a Genesect and defeated in a battle";"W|W2";"P2 Laboratory"
"Chill Drive";"From Scientist Dudley if shown a Genesect and defeated in a battle";"W|W2";"P2 Laboratory"
"Soda Pop";"Reward for answering all questionnaires";"B|W|B2|W2";"Passerby Analytics HQ"
"Rare Candy";"Reward for completing all survey requests";"B|W|B2|W2";"Passerby Analytics HQ"
"Super Potion";"In the northeast corner, alongside a fence near the Nacrene City end (hidden)";"B|W";"Pinwheel Forest"
"Super Potion";"In the south, near the dark patches";"B|W";"Pinwheel Forest"
"TM94 (Rock Smash)";"From a woman near the Nacrene City end";"B|W";"Pinwheel Forest"
"Ether";"Behind a fence near the Nacrene City end";"B|W";"Pinwheel Forest"
"Ether";"In the southeast corner, over some flowers near the stones (hidden)";"B|W";"Pinwheel Forest"
"Great Ball";"Near the broken railway tracks";"B|W";"Pinwheel Forest"
"Antidote";"Down along the watery path";"B|W";"Pinwheel Forest"
"Antidote";"In the big pool of water to the south (hidden)";"B|W";"Pinwheel Forest"
"TinyMushroom";"In the south, near the dark patches, over a tiny pool of water (hidden)";"B|W";"Pinwheel Forest"
"Star Piece";"Received daily by smashing the challenge rock with a Fighting-type Pokémon";"B|W";"Pinwheel Forest"
"Net Ball";"Down the stairs by Black Belt Kentaro";"B|W";"Pinwheel Forest"
"Big Root";"Southwest of the second Team Plasma Grunt";"B|W";"Pinwheel Forest"
"Chesto Berry";"From Pokémon Rangers Forrest and Audra after defeating them";"B|W";"Pinwheel Forest"
"Super Potion";"West of Pokémon Ranger Forrest";"B|W";"Pinwheel Forest"
"TinyMushroom";"South of the Super Potion that is West of Pokémon Ranger Forrest (hidden)";"B|W";"Pinwheel Forest"
"TinyMushroom";"Inside a tree stump, south of Pokémon Ranger Irene (hidden)";"B|W";"Pinwheel Forest"
"Antidote";"Inside a tree stump, near Pokémon Ranger Audra";"B|W";"Pinwheel Forest"
"Pecha Berry";"From Pokémon Rangers Irene and Miguel after defeating them";"B|W";"Pinwheel Forest"
"Parlyz Heal";"Inside a tree stump, west of Pokémon Ranger Miguel";"B|W";"Pinwheel Forest"
"TM86 (Grass Knot)";"East of Pokémon Ranger Miguel";"B|W";"Pinwheel Forest"
"Dragon Skull";"Given by the last Team Plasma Grunt after his defeat, given to Lenora immediately afterward";"B|W";"Pinwheel Forest"
"Moon Stone";"Gift from Lenora after defeating Team Plasma";"B|W";"Pinwheel Forest"
"Miracle Seed";"East, after defeating Team Plasma";"B|W";"Pinwheel Forest"
"TM22 (SolarBeam)";"Eastern edge of area, (East past Youngster NicholasB2W2)";"B|W|B2|W2";"Pinwheel Forest"
"Rare Candy";"East of the bridge, on the river margin (hidden)";"B|W|B2|W2";"Pinwheel Forest"
"Hyper Potion";"Northeast of the bridge, inside a tree stump";"B|W";"Pinwheel Forest"
"SilverPowder";"West of the bridge (requires Surf)";"B|W";"Pinwheel Forest"
"Cover Fossil";"1F, from the Backpacker if the first option is chosen";"B|W";"Relic Castle"
"Plume Fossil";"1F, from the Backpacker if the second option is chosen";"B|W";"Relic Castle"
"TM26 (Earthquake)";"1F, in the northwest tower, accessible from the lowest floor (post-game)";"B|W";"Relic Castle"
"Revive";"B1F";"B|W";"Relic Castle"
"Elixir";"B1F, in the left sand pile (hidden)";"B|W";"Relic Castle"
"Max Potion";"B2F, southeast corner";"B|W";"Relic Castle"
"TM30 (Shadow Ball)";"B2F, southeast of female Team Plasma Grunt";"B|W";"Relic Castle"
"Max Revive";"B3F, in the alcove south of the central quicksand patch";"B|W";"Relic Castle"
"PP Max";"B3F, in the northwest tower, south of the stairs, accessible from the lowest floor (hidden) (post-game)";"B|W";"Relic Castle"
"PP Up";"B3F, southwest corner";"B|W";"Relic Castle"
"Super Potion";"B4F, in the southeast sand pile (hidden)";"B|W";"Relic Castle"
"Sun Stone";"B4F, east of northern sand pile";"B|W";"Relic Castle"
"TM04 (Calm Mind)";"Lowest floor, from Ryoku in the room south of Volcarona's room (post-game)";"B|W";"Relic Castle"
"Poké Ball";"From Professor Juniper after the catching demonstration";"B|W";"Unova Route 1"
"Potion";"From a woman in the second patch of tall grass";"B|W|B2|W2";"Unova Route 1"
"Max Ether";"In the west (requires Surf)";"B|W";"Unova Route 1"
"Persim Berry";"From Pokémon Ranger Brenda after defeating her (requires Surf)";"B|W";"Unova Route 1"
"Persim Berry";"From Pokémon Ranger Claude after defeating him (requires Surf)";"B|W";"Unova Route 1"
"Big Mushroom";"In the south (requires Surf) (hidden)";"B|W";"Unova Route 1"
"Pearl";"In the south (requires Surf)";"B|W";"Unova Route 1"
"Running Shoes";"From Mom when exiting the gate";"B|W";"Unova Route 2"
"Potion";"Over the grassy path to the west";"B|W";"Unova Route 2"
"Potion";"Up the stairs on the hill to the east";"B|W";"Unova Route 2"
"Poké Ball";"Up the stairs on the hill to the east";"B|W";"Unova Route 2"
"Rare Candy";"To the southwest (requires Strength)";"B|W";"Unova Route 2"
"Great Ball";"To the northwest (requires Cut)";"B|W";"Unova Route 2"
"Super Potion";"To the northwest (requires Cut)";"B|W";"Unova Route 2"
"Ultra Ball";"In the sandbox west of the daycare (hidden)";"B|W";"Unova Route 3"
"Super Potion";"In a grass patch in the west";"B|W";"Unova Route 3"
"Oran Berry";"Given by Pokémon Breeder Adelaide after defeating her";"B|W";"Unova Route 3"
"Repel";"In the grass, near Adelaide";"B|W";"Unova Route 3"
"Heal Ball";"Given after defeating the Team Plasma grunts in Wellspring Cave";"B|W";"Unova Route 3"
"Antidote";"In a grass patch on the way south";"B|W";"Unova Route 3"
"Great Ball";"Very south at the end of a short path";"B|W";"Unova Route 3"
"Awakening";"In a grass in the south";"B|W";"Unova Route 3"
"Full Heal";"North of the bridge (requires Surf)";"B|W";"Unova Route 3"
"Rare Candy";"In the dark grass patch (hidden)";"B|W";"Unova Route 3"
"Rare Candy";"Northwest of the bridge (requires Surf) (hidden)";"B|W";"Unova Route 3"
"Max Ether";"North-west of the bridge (requires Surf)";"B|W";"Unova Route 3"
"Lum Berry";"Gift from Pokémon Breeder Galen (requires Surf)";"B|W";"Unova Route 3"
"HP Up";"North-west of the bridge (requires Surf)";"B|W";"Unova Route 3"
"X Accuracy";"Northwest of the southern entrance";"B|W";"Unova Route 4"
"Pearl";"Southeast of Fisherman Andrew (hidden)";"B|W";"Unova Route 4"
"Ultra Ball";"Northwest of the rest house (hidden)";"B|W";"Unova Route 4"
